Latitude,Longitude,N_850,Nol_850,Ce_850,R2_850,QA_850
-16.5,-53.5,74,1,0.0146,0.878,4
-16.5,-52.5,41,0,0.00468,0.374,3
-16.5,-51.5,31,1,0.0155,0.818,4
-16.5,-50.5,130,1,0.0121,0.71,1
-16.5,-49.5,50,0,0.0148,0.583,3
-16.5,-48.5,50,0,0.0103,0.632,3
-16.5,-47.5,61,0,0.00672,0.586,3
-16.5,-46.5,38,0,0.0129,0.471,3
-16.5,-45.5,26,1,0.0284,0.806,4
-16.5,-44.5,14,1,0.0214,0.906,4
-16.5,-43.5,33,0,0.00924,0.456,3
-16.5,-42.5,54,1,0.00914,0.738,4
-16.5,-41.5,40,1,0.00852,0.836,4
-16.5,-40.5,34,0,0.0135,0.766,4
-16.5,-39.5,11,0,0.0135,0.54,3
-16.5,-38.5,23,0,0.0235,0.387,0
-16.5,11.5,0,0,0.0307,-9999,0
-16.5,12.5,12,0,0.019,0.326,0
-16.5,13.5,21,0,0.00839,0.268,2
-16.5,14.5,58,0,0.00804,0.283,3
-16.5,15.5,54,1,0.0154,0.744,4
-16.5,16.5,232,0,0.00967,0.556,3
-16.5,17.5,330,0,0.0112,0.67,3
-16.5,18.5,298,0,0.00925,0.724,4
-16.5,19.5,345,1,0.0102,0.676,3
-16.5,20.5,284,0,0.00855,0.641,3
-16.5,21.5,346,0,0.0113,0.714,4
-16.5,22.5,355,0,0.0163,0.692,3
-16.5,23.5,403,0,0.0155,0.671,3
-16.5,24.5,292,0,0.0224,0.831,4
-16.5,25.5,333,0,0.00987,0.59,3
-16.5,26.5,245,0,0.0145,0.682,3
-16.5,27.5,217,0,0.0215,0.657,3
-16.5,28.5,192,0,0.0248,0.475,3
-16.5,29.5,298,0,0.0151,0.676,3
-16.5,30.5,287,0,0.023,0.662,3
-16.5,31.5,170,0,0.0208,0.393,3
-16.5,32.5,179,0,0.0227,0.595,3
-16.5,33.5,165,0,0.018,0.61,3
-16.5,34.5,216,0,0.0174,0.622,3
-16.5,35.5,164,0,0.0142,0.818,4
-16.5,36.5,149,1,0.0203,0.752,4
-16.5,37.5,133,0,0.0208,0.866,4
-16.5,38.5,144,0,0.0199,0.868,4
-16.5,39.5,79,1,0.0124,0.851,4
-16.5,40.5,39,0,0.047,0.204,0
-16.5,44.5,48,2,0.0277,0.733,4
-16.5,45.5,95,0,0.0315,0.735,4
-16.5,46.5,91,0,0.0208,0.701,4
-16.5,47.5,49,0,0.0166,0.547,3
-16.5,48.5,61,0,0.007,0.422,2
-16.5,49.5,6,1,0.0252,0.872,4
-16.5,50.5,0,0,0.0154,-9999,0
-16.5,122.5,38,0,0.00985,0.35,3
-16.5,123.5,55,0,0.00641,0.33,3
-16.5,124.5,117,0,0.0125,0.586,3
-16.5,125.5,153,0,0.0132,0.712,4
-16.5,126.5,140,0,0.0147,0.722,4
-16.5,127.5,107,1,0.00778,0.565,3
-16.5,128.5,114,0,0.00934,0.684,3
-16.5,129.5,75,1,0.016,0.728,4
-16.5,130.5,125,0,0.00989,0.679,3
-16.5,131.5,33,1,0.018,0.746,4
-16.5,132.5,37,2,0.0206,0.767,4
-16.5,133.5,77,1,0.0222,0.774,4
-16.5,134.5,78,0,0.0114,0.498,3
-16.5,135.5,128,0,0.0118,0.451,3
-16.5,136.5,130,0,0.0103,0.514,3
-16.5,137.5,64,0,0.00961,0.46,3
-16.5,138.5,10,1,0.0345,0.937,2
-16.5,139.5,265,0,0.00965,0.295,0
-16.5,141.5,24,0,0.0112,0.697,3
-16.5,142.5,33,1,0.0119,0.539,3
-16.5,143.5,53,0,0.014,0.462,3
-16.5,144.5,103,0,0.0239,0.622,3
-16.5,145.5,48,1,0.0169,0.737,2
-16.5,168.5,44,0,0.0165,0.277,0
-16.5,178.5,57,0,0.0192,0.359,0
-16.5,179.5,81,0,0.0246,0.346,0
-15.5,-68.5,0,0,0.022,-9999,0
-15.5,-67.5,16,0,0.0275,0.52,3
-15.5,-66.5,36,0,0.0205,0.313,3
-15.5,-65.5,145,0,0.0156,0.626,3
-15.5,-64.5,178,1,0.0227,0.549,3
-15.5,-63.5,139,0,0.0319,0.51,3
-15.5,-62.5,55,0,0.0256,0.336,3
-15.5,-61.5,90,0,0.0218,0.637,3
-15.5,-60.5,142,1,0.0203,0.577,3
-15.5,-59.5,121,2,0.0155,0.431,3
-15.5,-58.5,51,0,0.0286,0.485,3
-15.5,-57.5,93,0,0.0127,0.313,3
-15.5,-56.5,107,0,0.0252,0.727,4
-15.5,-55.5,71,0,0.0137,0.663,3
-15.5,-54.5,54,1,0.0361,0.797,4
-15.5,-53.5,75,1,0.0079,0.447,3
-15.5,-52.5,93,0,0.0118,0.563,3
-15.5,-51.5,33,1,0.00788,0.485,3
-15.5,-50.5,63,0,0.0227,0.653,3
-15.5,-49.5,40,2,0.016,0.723,4
-15.5,-48.5,95,0,0.0129,0.638,3
-15.5,-47.5,89,0,0.0175,0.624,3
-15.5,-46.5,45,0,0.00711,0.267,3
-15.5,-45.5,60,0,0.00855,0.806,4
-15.5,-44.5,37,0,0.0069,0.642,3
-15.5,-43.5,80,1,0.0102,0.424,2
-15.5,-42.5,43,0,0.00357,0.441,3
-15.5,-41.5,51,0,0.00355,0.756,4
-15.5,-40.5,30,0,0.0156,0.838,4
-15.5,-39.5,37,1,0.0148,0.519,1
-15.5,-38.5,83,0,0.0145,0.454,0
-15.5,12.5,0,0,0.0307,-9999,0
-15.5,13.5,24,0,0.00995,0.434,3
-15.5,14.5,172,0,0.00634,0.467,3
-15.5,15.5,302,1,0.0137,0.69,3
-15.5,16.5,337,1,0.0121,0.775,4
-15.5,17.5,324,0,0.0122,0.734,4
-15.5,18.5,309,0,0.00987,0.634,3
-15.5,19.5,313,0,0.00908,0.549,3
-15.5,20.5,350,0,0.0102,0.655,3
-15.5,21.5,343,0,0.0113,0.738,4
-15.5,22.5,364,0,0.0182,0.71,4
-15.5,23.5,287,0,0.0279,0.818,4
-15.5,24.5,292,1,0.0226,0.853,4
-15.5,25.5,379,0,0.0104,0.58,3
-15.5,26.5,387,0,0.0146,0.723,4
-15.5,27.5,449,0,0.0252,0.568,3
-15.5,28.5,367,1,0.0229,0.731,4
-15.5,29.5,238,0,0.0282,0.74,4
-15.5,30.5,283,0,0.0284,0.677,3
-15.5,31.5,261,0,0.0269,0.71,4
-15.5,32.5,215,0,0.0233,0.677,3
-15.5,33.5,239,0,0.0151,0.785,4
-15.5,34.5,175,0,0.0227,0.836,4
-15.5,35.5,108,0,0.0144,0.285,3
-15.5,36.5,158,0,0.016,0.66,3
-15.5,37.5,113,1,0.0177,0.866,4
-15.5,38.5,114,1,0.0171,0.849,4
-15.5,39.5,56,1,0.0128,0.883,4
-15.5,40.5,48,0,0.00763,0.768,4
-15.5,45.5,13,0,0.0284,0.69,3
-15.5,46.5,47,0,0.0266,0.616,3
-15.5,47.5,106,0,0.0218,0.796,4
-15.5,48.5,33,1,0.0179,0.956,4
-15.5,49.5,18,1,0.00935,0.965,2
-15.5,50.5,110,0,0.0322,0.66,0
-15.5,124.5,33,0,0.0082,0.467,3
-15.5,125.5,197,0,0.00923,0.583,3
-15.5,126.5,142,0,0.00974,0.556,3
-15.5,127.5,144,2,0.0103,0.624,3
-15.5,128.5,210,2,0.0131,0.665,3
-15.5,129.5,166,1,0.0163,0.748,4
-15.5,130.5,178,1,0.0153,0.528,3
-15.5,131.5,154,0,0.0271,0.715,4
-15.5,132.5,59,0,0.0172,0.518,3
-15.5,133.5,111,1,0.0102,0.697,3
-15.5,134.5,94,0,0.0146,0.785,4
-15.5,135.5,125,0,0.013,0.672,3
-15.5,136.5,35,1,0.0103,0.575,3
-15.5,137.5,28,0,0.0146,0.15,0
-15.5,141.5,36,0,0.0122,0.683,3
-15.5,142.5,104,0,0.0225,0.867,4
-15.5,143.5,89,0,0.0148,0.651,3
-15.5,144.5,97,0,0.0289,0.687,3
-15.5,145.5,20,0,0.0153,0.547,3
-14.5,-69.5,0,0,0.022,-9999,0
-14.5,-68.5,17,0,0.0251,0.766,2
-14.5,-67.5,70,1,0.0122,0.456,3
-14.5,-66.5,122,1,0.0181,0.677,3
-14.5,-65.5,153,0,0.0272,0.551,3
-14.5,-64.5,178,0,0.0235,0.61,3
-14.5,-63.5,85,0,0.0197,0.425,3
-14.5,-62.5,22,1,0.0288,0.412,3
-14.5,-61.5,37,0,0.0196,0.24,3
-14.5,-60.5,83,0,0.0108,0.381,3
-14.5,-59.5,122,1,0.0129,0.487,3
-14.5,-58.5,82,0,0.00528,0.382,3
-14.5,-57.5,80,0,0.0125,0.194,3
-14.5,-56.5,94,2,0.0201,0.38,3
-14.5,-55.5,91,1,0.0156,0.787,4
-14.5,-54.5,78,0,0.0109,0.302,3
-14.5,-53.5,104,0,0.0178,0.828,4
-14.5,-52.5,109,0,0.0115,0.492,3
-14.5,-51.5,95,0,0.0122,0.509,3
-14.5,-50.5,48,0,0.0212,0.801,4
-14.5,-49.5,67,0,0.0188,0.6,3
-14.5,-48.5,98,1,0.0227,0.8,4
-14.5,-47.5,115,0,0.0173,0.669,3
-14.5,-46.5,68,0,0.0126,0.478,3
-14.5,-45.5,67,0,0.00737,0.642,3
-14.5,-44.5,72,0,0.00585,0.434,3
-14.5,-43.5,38,0,0.00869,0.777,4
-14.5,-42.5,46,0,0.00612,0.292,3
-14.5,-41.5,36,0,0.00815,0.517,3
-14.5,-40.5,46,1,0.00554,0.73,2
-14.5,-39.5,11,1,0.0174,0.867,4
-14.5,-38.5,0,0,0.0158,-9999,0
-14.5,12.5,0,0,0.0307,-9999,0
-14.5,13.5,87,0,0.0122,0.555,3
-14.5,14.5,179,1,0.0132,0.602,3
-14.5,15.5,210,0,0.0177,0.809,4
-14.5,16.5,227,1,0.0177,0.804,4
-14.5,17.5,300,0,0.0114,0.722,4
-14.5,18.5,190,1,0.00813,0.668,3
-14.5,19.5,236,0,0.0109,0.622,3
-14.5,20.5,243,1,0.0101,0.675,3
-14.5,21.5,258,0,0.00881,0.699,3
-14.5,22.5,296,0,0.0138,0.659,3
-14.5,23.5,388,0,0.0182,0.739,4
-14.5,24.5,352,0,0.0184,0.822,4
-14.5,25.5,361,0,0.014,0.665,3
-14.5,26.5,377,0,0.0105,0.666,3
-14.5,27.5,363,0,0.0162,0.736,4
-14.5,28.5,389,0,0.0185,0.77,4
-14.5,29.5,252,0,0.021,0.815,4
-14.5,30.5,295,1,0.0231,0.731,4
-14.5,31.5,230,0,0.025,0.881,4
-14.5,32.5,228,1,0.0212,0.836,4
-14.5,33.5,165,0,0.0316,0.904,4
-14.5,34.5,149,0,0.0277,0.846,4
-14.5,35.5,159,0,0.0202,0.621,3
-14.5,36.5,174,0,0.0186,0.812,4
-14.5,37.5,153,0,0.0148,0.827,4
-14.5,38.5,130,1,0.0169,0.852,4
-14.5,39.5,83,0,0.0138,0.842,4
-14.5,40.5,18,0,0.0185,0.927,4
-14.5,47.5,7,0,0.0517,0.74,4
-14.5,48.5,52,1,0.0121,0.656,3
-14.5,49.5,37,0,0.0137,0.804,2
-14.5,50.5,13,0,0.042,0.707,1
-14.5,124.5,0,0,0.0128,-9999,0
-14.5,125.5,46,0,0.0079,0.489,3
-14.5,126.5,196,0,0.00989,0.492,3
-14.5,127.5,112,0,0.0151,0.683,3
-14.5,128.5,136,0,0.00866,0.221,0
-14.5,129.5,192,0,0.0178,0.412,3
-14.5,130.5,329,1,0.0171,0.616,3
-14.5,131.5,244,1,0.012,0.535,3
-14.5,132.5,263,0,0.0193,0.611,3
-14.5,133.5,256,0,0.0242,0.639,3
-14.5,134.5,121,0,0.017,0.669,3
-14.5,135.5,68,1,0.0171,0.732,4
-14.5,136.5,10,0,0.0161,0.802,4
-14.5,141.5,76,0,0.0168,0.555,3
-14.5,142.5,144,0,0.0224,0.662,3
-14.5,143.5,83,0,0.0176,0.547,3
-14.5,144.5,44,0,0.0158,0.732,4
-14.5,145.5,34,0,0.023,0.408,0
-13.5,-172.5,46,0,0.0383,0.384,0
-13.5,-75.5,12,1,0.00976,0.084,0
-13.5,-70.5,0,0,0.022,-9999,0
-13.5,-69.5,0,0,0.0211,-9999,0
-13.5,-68.5,31,1,0.0232,0.665,3
-13.5,-67.5,76,1,0.0149,0.777,4
-13.5,-66.5,160,0,0.0141,0.678,3
-13.5,-65.5,151,0,0.015,0.475,3
-13.5,-64.5,173,1,0.0137,0.717,4
-13.5,-63.5,174,0,0.0161,0.612,3
-13.5,-62.5,87,0,0.0091,0.535,3
-13.5,-61.5,91,1,0.0113,0.429,3
-13.5,-60.5,117,2,0.0148,0.183,3
-13.5,-59.5,119,1,0.0116,0.404,3
-13.5,-58.5,74,0,0.00736,0.256,3
-13.5,-57.5,126,1,0.0138,0.296,3
-13.5,-56.5,154,1,0.0132,0.406,3
-13.5,-55.5,118,0,0.0254,0.539,3
-13.5,-54.5,166,0,0.0105,0.454,3
-13.5,-53.5,142,0,0.00958,0.479,3
-13.5,-52.5,71,0,0.0147,0.63,3
-13.5,-51.5,116,0,0.00952,0.471,3
-13.5,-50.5,76,0,0.0121,0.483,3
-13.5,-49.5,52,0,0.0177,0.65,3
-13.5,-48.5,94,0,0.0241,0.88,4
-13.5,-47.5,145,0,0.021,0.731,4
-13.5,-46.5,77,0,0.014,0.655,3
-13.5,-45.5,78,0,0.00567,0.413,3
-13.5,-44.5,53,0,0.00316,0.409,3
-13.5,-43.5,54,0,0.00526,0.658,3
-13.5,-42.5,56,0,0.0121,0.723,4
-13.5,-41.5,40,0,0.0083,0.463,3
-13.5,-40.5,37,1,0.00942,0.885,2
-13.5,-39.5,18,0,0.013,0.784,2
-13.5,-38.5,52,0,0.0285,0.457,0
-13.5,12.5,0,0,0.0281,-9999,0
-13.5,13.5,99,1,0.0131,0.643,3
-13.5,14.5,359,0,0.0171,0.731,4
-13.5,15.5,118,0,0.0186,0.677,3
-13.5,16.5,129,0,0.0122,0.583,3
-13.5,17.5,188,2,0.0164,0.799,4
-13.5,18.5,215,0,0.0133,0.624,3
-13.5,19.5,218,0,0.0131,0.749,4
-13.5,20.5,244,1,0.0126,0.718,4
-13.5,21.5,383,0,0.0121,0.731,4
-13.5,22.5,353,0,0.0122,0.692,3
-13.5,23.5,350,0,0.0205,0.813,4
-13.5,24.5,382,0,0.0212,0.787,4
-13.5,25.5,330,0,0.0202,0.797,4
-13.5,26.5,332,0,0.0194,0.762,4
-13.5,27.5,351,0,0.0175,0.802,4
-13.5,28.5,319,0,0.0213,0.752,4
-13.5,29.5,285,0,0.0245,0.809,4
-13.5,30.5,266,1,0.0186,0.801,4
-13.5,31.5,315,0,0.0143,0.598,3
-13.5,32.5,218,1,0.0243,0.756,4
-13.5,33.5,133,1,0.0266,0.76,4
-13.5,34.5,126,1,0.0287,0.801,4
-13.5,35.5,125,1,0.0215,0.766,4
-13.5,36.5,119,0,0.0198,0.839,4
-13.5,37.5,132,0,0.0186,0.848,4
-13.5,38.5,142,1,0.0173,0.861,4
-13.5,39.5,63,0,0.0168,0.76,4
-13.5,40.5,34,0,0.0211,0.59,3
-13.5,47.5,61,0,0.00644,0.225,0
-13.5,48.5,55,0,0.0328,0.55,1
-13.5,49.5,31,0,0.027,0.735,4
-13.5,50.5,9,0,0.0575,0.684,2
-13.5,126.5,6,0,0.0245,0.529,2
-13.5,127.5,101,0,0.0047,0.169,0
-13.5,129.5,83,0,0.0113,0.333,3
-13.5,130.5,264,0,0.0128,0.581,3
-13.5,131.5,309,1,0.0162,0.578,3
-13.5,132.5,312,0,0.02,0.64,3
-13.5,133.5,185,0,0.0238,0.817,4
-13.5,134.5,196,1,0.0132,0.672,3
-13.5,135.5,128,0,0.0139,0.69,3
-13.5,136.5,59,0,0.00991,0.432,1
-13.5,141.5,104,0,0.0252,0.664,3
-13.5,142.5,107,0,0.0193,0.553,3
-13.5,143.5,38,1,0.0114,0.634,3
-12.5,-74.5,0,0,0.0159,-9999,0
-12.5,-73.5,15,0,0.00488,0.183,0
-12.5,-72.5,25,0,0.0118,0.712,1
-12.5,-71.5,0,0,0.0194,-9999,0
-12.5,-70.5,17,0,0.0183,0.858,0
-12.5,-69.5,37,0,0.0259,0.703,4
-12.5,-68.5,67,1,0.00567,0.237,2
-12.5,-67.5,46,0,0.00967,0.514,3
-12.5,-66.5,144,1,0.0176,0.659,3
-12.5,-65.5,149,2,0.017,0.691,3
-12.5,-64.5,150,0,0.0188,0.666,3
-12.5,-63.5,115,1,0.0361,0.62,3
-12.5,-62.5,107,0,0.0143,0.309,3
-12.5,-61.5,139,0,0.0215,0.508,3
-12.5,-60.5,153,0,0.0183,0.264,3
-12.5,-59.5,55,1,0.0208,0.622,3
-12.5,-58.5,87,1,0.00852,0.125,3
-12.5,-57.5,204,1,0.0104,0.268,3
-12.5,-56.5,221,0,0.0152,0.364,3
-12.5,-55.5,179,0,0.0155,0.387,3
-12.5,-54.5,227,0,0.012,0.4,3
-12.5,-53.5,90,0,0.0178,0.328,3
-12.5,-52.5,167,2,0.0155,0.568,3
-12.5,-51.5,107,0,0.0117,0.613,3
-12.5,-50.5,100,0,0.0111,0.655,3
-12.5,-49.5,61,0,0.0106,0.586,3
-12.5,-48.5,91,0,0.0146,0.851,4
-12.5,-47.5,97,0,0.0115,0.722,4
-12.5,-46.5,54,0,0.0181,0.659,3
-12.5,-45.5,78,0,0.00767,0.663,3
-12.5,-44.5,83,0,0.00684,0.509,3
-12.5,-43.5,50,1,0.0113,0.767,4
-12.5,-42.5,45,1,0.016,0.744,4
-12.5,-41.5,48,0,0.00618,0.47,3
-12.5,-40.5,31,1,0.00535,0.828,2
-12.5,-39.5,8,1,0.000973,0.671,2
-12.5,-38.5,20,1,0.0153,0.635,1
-12.5,-37.5,80,0,0.00701,0.153,0
-12.5,12.5,0,0,0.0253,-9999,0
-12.5,13.5,72,2,0.0204,0.386,3
-12.5,14.5,400,1,0.0143,0.772,4
-12.5,15.5,0,0,0.0142,-9999,0
-12.5,16.5,0,0,0.0141,-9999,0
-12.5,17.5,213,0,0.0148,0.764,4
-12.5,18.5,285,0,0.0173,0.851,4
-12.5,19.5,228,0,0.0147,0.69,3
-12.5,20.5,284,0,0.0195,0.714,4
-12.5,21.5,401,0,0.00906,0.638,3
-12.5,22.5,359,0,0.0127,0.663,3
-12.5,23.5,348,0,0.0219,0.838,4
-12.5,24.5,326,0,0.019,0.808,4
-12.5,25.5,338,0,0.0185,0.825,4
-12.5,26.5,365,0,0.017,0.832,4
-12.5,27.5,425,0,0.015,0.795,4
-12.5,28.5,357,0,0.0144,0.775,4
-12.5,29.5,348,2,0.0214,0.786,4
-12.5,30.5,320,1,0.0222,0.841,4
-12.5,31.5,285,0,0.0182,0.741,4
-12.5,32.5,222,0,0.0254,0.822,4
-12.5,33.5,172,0,0.0147,0.598,3
-12.5,34.5,83,0,0.0204,0.513,3
-12.5,35.5,119,1,0.0179,0.817,4
-12.5,36.5,110,0,0.0196,0.836,4
-12.5,37.5,120,1,0.0185,0.805,4
-12.5,38.5,119,0,0.0166,0.691,3
-12.5,39.5,48,1,0.0252,0.876,4
-12.5,40.5,35,0,0.0213,0.746,4
-12.5,43.5,0,0,0.0177,-9999,0
-12.5,44.5,0,0,0.0191,-9999,0
-12.5,45.5,0,0,0.0191,-9999,0
-12.5,48.5,122,0,0.0233,0.199,0
-12.5,49.5,14,0,0.00933,0.442,3
-12.5,130.5,146,0,0.0088,0.338,3
-12.5,131.5,258,0,0.0122,0.526,3
-12.5,132.5,324,0,0.0224,0.696,3
-12.5,133.5,288,1,0.0204,0.767,4
-12.5,134.5,253,0,0.0177,0.702,4
-12.5,135.5,153,0,0.0162,0.762,4
-12.5,136.5,90,0,0.0109,0.461,3
-12.5,141.5,48,0,0.0106,0.233,3
-12.5,142.5,98,0,0.0209,0.616,3
-12.5,143.5,13,0,0.0272,0.885,4
-11.5,-74.5,217,1,0.0248,0.403,0
-11.5,-73.5,13,0,0.0242,0.694,2
-11.5,-72.5,7,2,0.0344,0.626,2
-11.5,-71.5,8,0,0.0317,0.473,0
-11.5,-70.5,0,0,0.0186,-9999,0
-11.5,-69.5,77,1,0.00829,0.434,2
-11.5,-68.5,64,0,0.0128,0.63,3
-11.5,-67.5,43,0,0.0203,0.546,3
-11.5,-66.5,116,0,0.0386,0.486,3
-11.5,-65.5,100,0,0.0173,0.628,3
-11.5,-64.5,37,0,0.0332,0.544,3
-11.5,-63.5,99,0,0.0166,0.46,3
-11.5,-62.5,115,2,0.0192,0.636,3
-11.5,-61.5,78,1,0.016,0.812,4
-11.5,-60.5,90,0,0.0284,0.467,3
-11.5,-59.5,78,1,0.0115,0.632,3
-11.5,-58.5,103,0,0.0213,0.571,3
-11.5,-57.5,113,0,0.0144,0.396,3
-11.5,-56.5,207,1,0.0168,0.484,3
-11.5,-55.5,207,0,0.0219,0.609,3
-11.5,-54.5,202,1,0.0097,0.387,3
-11.5,-53.5,52,0,0.0127,0.277,3
-11.5,-52.5,140,0,0.0118,0.442,3
-11.5,-51.5,151,0,0.0125,0.595,3
-11.5,-50.5,141,0,0.0107,0.761,4
-11.5,-49.5,116,0,0.0181,0.829,4
-11.5,-48.5,94,0,0.0107,0.536,3
-11.5,-47.5,111,0,0.0184,0.721,4
-11.5,-46.5,74,0,0.019,0.693,3
-11.5,-45.5,81,0,0.007,0.678,3
-11.5,-44.5,99,0,0.00884,0.793,4
-11.5,-43.5,59,1,0.00825,0.91,4
-11.5,-42.5,48,0,0.00543,0.432,3
-11.5,-41.5,30,0,0.00359,0.169,3
-11.5,-40.5,16,1,0.0154,0.77,4
-11.5,-39.5,11,1,0.00719,0.728,1
-11.5,-38.5,6,0,0.00967,0.922,2
-11.5,-37.5,14,0,0.0109,0.687,2
-11.5,13.5,25,0,0.0148,0.428,3
-11.5,14.5,378,0,0.0154,0.746,4
-11.5,15.5,246,0,0.0173,0.664,3
-11.5,16.5,187,1,0.0201,0.757,4
-11.5,17.5,246,1,0.0137,0.8,4
-11.5,18.5,299,0,0.0254,0.881,4
-11.5,19.5,302,0,0.0183,0.793,4
-11.5,20.5,302,0,0.0133,0.627,3
-11.5,21.5,369,0,0.0106,0.747,4
-11.5,22.5,407,1,0.0138,0.7,4
-11.5,23.5,357,0,0.0165,0.775,4
-11.5,24.5,392,0,0.0192,0.784,4
-11.5,25.5,344,0,0.019,0.793,4
-11.5,26.5,351,0,0.019,0.823,4
-11.5,27.5,475,1,0.014,0.838,4
-11.5,28.5,383,0,0.0146,0.774,4
-11.5,29.5,328,0,0.0079,0.65,3
-11.5,30.5,399,0,0.0203,0.692,3
-11.5,31.5,262,1,0.0168,0.848,4
-11.5,32.5,235,1,0.0153,0.788,4
-11.5,33.5,172,2,0.0289,0.614,3
-11.5,34.5,60,0,0.0133,0.665,3
-11.5,35.5,117,0,0.0159,0.73,4
-11.5,36.5,123,0,0.0148,0.771,4
-11.5,37.5,135,0,0.0152,0.708,4
-11.5,38.5,113,0,0.0183,0.684,3
-11.5,39.5,52,1,0.0206,0.931,4
-11.5,40.5,34,1,0.0218,0.942,4
-11.5,43.5,59,0,0.0221,0.304,0
-11.5,47.5,0,0,0.0191,-9999,0
-11.5,49.5,0,0,0.0258,-9999,0
-11.5,130.5,194,1,0.019,0.63,3
-11.5,131.5,85,0,0.00866,0.569,3
-11.5,132.5,114,0,0.0142,0.581,3
-11.5,133.5,102,0,0.0152,0.508,3
-11.5,134.5,130,0,0.00554,0.249,0
-11.5,135.5,56,0,0.0243,0.308,0
-11.5,136.5,10,0,0.0157,0.247,0
-11.5,141.5,7,0,0.0234,0.636,0
-11.5,142.5,38,0,0.017,0.669,3
-11.5,143.5,0,0,0.0412,-9999,0
-11.5,151.5,0,0,0.0187,-9999,0
-11.5,153.5,0,0,0.0244,-9999,0
-11.5,154.5,0,0,0.034,-9999,0
-10.5,-77.5,18,0,0.0619,0.296,0
-10.5,-75.5,0,0,0.0157,-9999,0
-10.5,-74.5,295,1,0.0146,0.44,0
-10.5,-73.5,6,1,0.014,0.782,4
-10.5,-72.5,8,0,0.00165,0.0932,0
-10.5,-71.5,7,0,0.00996,0.671,0
-10.5,-70.5,18,0,0.00331,0.0927,0
-10.5,-69.5,20,1,0.0129,0.743,4
-10.5,-68.5,48,1,0.0204,0.686,3
-10.5,-67.5,81,1,0.021,0.792,4
-10.5,-66.5,36,0,0.0126,0.45,3
-10.5,-65.5,128,1,0.0232,0.614,3
-10.5,-64.5,127,1,0.0163,0.545,3
-10.5,-63.5,113,1,0.0197,0.691,3
-10.5,-62.5,97,0,0.0249,0.594,3
-10.5,-61.5,80,1,0.0124,0.267,3
-10.5,-60.5,65,0,0.0181,0.392,3
-10.5,-59.5,126,1,0.0247,0.635,3
-10.5,-58.5,159,2,0.0245,0.628,3
-10.5,-57.5,157,0,0.0193,0.572,3
-10.5,-56.5,125,0,0.0178,0.619,3
-10.5,-55.5,103,0,0.0164,0.565,3
-10.5,-54.5,148,0,0.0148,0.362,3
-10.5,-53.5,97,0,0.0208,0.405,3
-10.5,-52.5,115,0,0.0203,0.486,3
-10.5,-51.5,117,0,0.0214,0.465,3
-10.5,-50.5,142,0,0.0101,0.556,3
-10.5,-49.5,111,0,0.0184,0.691,3
-10.5,-48.5,95,0,0.0181,0.719,4
-10.5,-47.5,101,0,0.0254,0.781,4
-10.5,-46.5,75,0,0.00564,0.321,3
-10.5,-45.5,83,0,0.00705,0.657,3
-10.5,-44.5,70,1,0.0131,0.737,4
-10.5,-43.5,46,0,0.0117,0.888,4
-10.5,-42.5,71,0,0.0122,0.48,2
-10.5,-41.5,79,0,0.00945,0.883,1
-10.5,-40.5,28,0,0.00691,0.701,4
-10.5,-39.5,9,0,0.0283,0.745,4
-10.5,-38.5,9,0,0.00892,0.893,2
-10.5,-37.5,15,0,0.00407,0.548,2
-10.5,-36.5,14,0,0.00758,0.479,1
-10.5,13.5,56,0,0.0164,0.746,4
-10.5,14.5,283,1,0.00643,0.535,3
-10.5,15.5,337,0,0.0165,0.811,4
-10.5,16.5,342,0,0.0149,0.84,4
-10.5,17.5,379,0,0.0171,0.831,4
-10.5,18.5,343,0,0.0198,0.788,4
-10.5,19.5,336,0,0.0165,0.702,4
-10.5,20.5,295,1,0.00791,0.637,3
-10.5,21.5,331,1,0.00869,0.671,3
-10.5,22.5,370,0,0.00885,0.582,3
-10.5,23.5,365,1,0.0179,0.809,4
-10.5,24.5,399,1,0.017,0.833,4
-10.5,25.5,502,0,0.0263,0.728,4
-10.5,26.5,477,0,0.0153,0.784,4
-10.5,27.5,515,0,0.0161,0.655,3
-10.5,28.5,449,0,0.0194,0.769,4
-10.5,29.5,326,0,0.0135,0.838,4
-10.5,30.5,248,0,0.0144,0.719,4
-10.5,31.5,250,1,0.0144,0.72,4
-10.5,32.5,272,1,0.0214,0.901,4
-10.5,33.5,193,1,0.0207,0.745,4
-10.5,34.5,66,0,0.0205,0.7,3
-10.5,35.5,64,1,0.0306,0.921,4
-10.5,36.5,67,0,0.0263,0.924,4
-10.5,37.5,71,0,0.0248,0.845,4
-10.5,38.5,92,1,0.0227,0.808,4
-10.5,39.5,39,0,0.0473,0.931,4
-10.5,40.5,51,1,0.0187,0.663,2
-10.5,105.5,0,0,0.0305,-9999,0
-10.5,119.5,6,0,0.0483,0.579,0
-10.5,120.5,18,0,0.039,0.759,4
-10.5,122.5,13,0,0.0379,0.211,0
-10.5,123.5,64,0,0.0633,0.789,1
-10.5,124.5,7,0,0.0413,0.701,4
-10.5,142.5,88,1,0.00826,0.272,0
-10.5,147.5,90,0,0.0211,0.185,0
-10.5,148.5,6,1,0.0486,0.92,1
-10.5,149.5,58,0,0.018,0.114,0
-10.5,150.5,47,0,0.0349,0.218,0
-10.5,151.5,0,0,0.0187,-9999,0
-10.5,152.5,0,0,0.0187,-9999,0
