Latitude,Longitude,N_850,Nol_850,Ce_850,R2_850,QA_850
33.5,48.5,0,0,0.0237,-9999,0
33.5,53.5,0,0,0.0233,-9999,0
33.5,54.5,0,0,0.0238,-9999,0
33.5,55.5,0,0,0.023,-9999,0
33.5,58.5,0,0,0.0357,-9999,0
33.5,59.5,0,0,0.0325,-9999,0
33.5,60.5,0,0,0.0325,-9999,0
33.5,61.5,0,0,0.0331,-9999,0
33.5,62.5,0,0,0.0314,-9999,0
33.5,68.5,0,0,0.0208,-9999,0
33.5,70.5,82,0,0.0342,0.55,0
33.5,71.5,28,0,0.0439,0.55,1
33.5,72.5,29,1,0.0174,0.406,1
33.5,73.5,52,0,0.1,0.786,2
33.5,74.5,20,1,0.0911,0.835,4
33.5,103.5,0,0,0.0403,-9999,0
33.5,104.5,0,0,0.0382,-9999,0
33.5,105.5,0,0,0.0857,-9999,0
33.5,106.5,6,0,0.061,0.833,0
33.5,107.5,11,0,0.122,0.335,1
33.5,108.5,16,1,0.0232,0.535,0
33.5,109.5,9,0,0.0447,0.661,2
33.5,110.5,17,1,0.067,0.472,2
33.5,111.5,10,0,0.0723,0.707,4
33.5,112.5,32,0,0.0537,0.655,3
33.5,113.5,35,0,0.0239,0.581,3
33.5,114.5,18,1,0.041,0.903,4
33.5,115.5,35,1,0.0358,0.834,2
33.5,116.5,21,0,0.0236,0.871,4
33.5,117.5,29,1,0.0528,0.886,4
33.5,118.5,39,0,0.0705,0.707,4
33.5,119.5,44,0,0.0975,0.879,4
33.5,120.5,15,0,0.0496,0.478,3
33.5,126.5,7,0,0.063,0.773,0
33.5,129.5,39,0,0.0525,0.375,0
33.5,130.5,14,0,0.133,0.671,2
33.5,131.5,7,1,0.0103,0.991,2
33.5,132.5,38,0,0.0377,0.448,0
33.5,133.5,76,0,0.062,0.277,0
33.5,134.5,0,0,0.0639,-9999,0
33.5,135.5,39,0,0.0585,0.283,0
33.5,136.5,30,0,0.0322,0.357,0
34.5,-120.5,10,1,0.0185,0.788,2
34.5,-119.5,16,0,0.0071,0.576,3
34.5,-118.5,14,0,0.00964,0.331,3
34.5,-117.5,10,0,0.0602,0.206,2
34.5,-116.5,27,0,0.000444,0.126,0
34.5,-115.5,0,0,0.0146,-9999,0
34.5,-114.5,15,0,0.0142,0.247,0
34.5,-113.5,33,1,0.00574,0.363,0
34.5,-112.5,79,0,0.00395,0.425,0
34.5,-108.5,0,0,0.018,-9999,0
34.5,-107.5,0,0,0.0192,-9999,0
34.5,-106.5,0,0,0.0192,-9999,0
34.5,-105.5,0,0,0.0219,-9999,0
34.5,-104.5,19,0,0.00478,0.54,0
34.5,-103.5,6,1,0.0233,0.654,1
34.5,-102.5,8,0,0.0134,0.399,3
34.5,-101.5,15,0,0.00291,0.161,2
34.5,-100.5,6,0,0.0166,0.886,4
34.5,-99.5,34,0,0.00342,0.15,2
34.5,-98.5,244,0,0.00422,0.186,0
34.5,-97.5,342,1,0.00917,0.8,0
34.5,-96.5,24,1,0.0401,0.789,4
34.5,-95.5,40,0,0.0119,0.316,3
34.5,-94.5,123,0,0.00748,0.516,2
34.5,-93.5,42,0,0.00574,0.562,3
34.5,-92.5,53,0,0.0106,0.631,3
34.5,-91.5,37,0,0.0148,0.379,3
34.5,-90.5,87,0,0.0128,0.344,2
34.5,-89.5,13,0,0.0124,0.489,3
34.5,-88.5,12,0,0.00711,0.267,3
34.5,-87.5,20,0,0.0219,0.473,3
34.5,-86.5,10,0,0.0436,0.837,4
34.5,-85.5,19,0,0.0138,0.501,3
34.5,-84.5,14,0,0.00532,0.397,3
34.5,-83.5,8,0,0.0177,0.702,4
34.5,-82.5,81,0,0.00394,0.0724,2
34.5,-81.5,8,0,0.00422,0.461,3
34.5,-80.5,27,1,0.0164,0.669,3
34.5,-79.5,34,1,0.0217,0.634,3
34.5,-78.5,12,0,0.00959,0.373,3
34.5,-77.5,48,0,0.0211,0.526,2
34.5,-76.5,48,0,0.00487,0.403,0
34.5,-6.5,13,2,0.0286,0.42,1
34.5,-5.5,6,1,0.0508,0.973,4
34.5,-4.5,18,1,0.0138,0.533,1
34.5,-3.5,9,0,0.00482,0.0586,0
34.5,-2.5,27,0,0.00267,0.224,0
34.5,-1.5,126,0,0.00167,0.19,0
34.5,-0.5,62,0,0.00115,0.0844,0
34.5,0.5,18,0,0.00369,0.627,0
34.5,1.5,0,0,0.0174,-9999,0
34.5,2.5,0,0,0.0174,-9999,0
34.5,3.5,0,0,0.0199,-9999,0
34.5,4.5,0,0,0.0142,-9999,0
34.5,5.5,0,0,0.0109,-9999,0
34.5,6.5,10,0,0.0196,0.885,0
34.5,7.5,15,0,0.0136,0.291,0
34.5,24.5,0,0,0.0228,-9999,0
34.5,25.5,0,0,0.0228,-9999,0
34.5,26.5,0,0,0.0183,-9999,0
34.5,32.5,56,0,0.00383,0.156,0
34.5,33.5,31,0,0.00517,0.255,0
34.5,34.5,0,0,0.0289,-9999,0
34.5,35.5,54,0,0.0161,0.228,0
34.5,36.5,17,0,0.00997,0.2,2
34.5,39.5,0,0,0.027,-9999,0
34.5,40.5,0,0,0.0278,-9999,0
34.5,43.5,15,0,0.0239,0.292,0
34.5,44.5,21,0,0.0735,0.385,0
34.5,45.5,72,0,0.0192,0.442,0
34.5,46.5,40,0,0.0129,0.652,0
34.5,48.5,0,0,0.0236,-9999,0
34.5,49.5,0,0,0.0236,-9999,0
34.5,52.5,0,0,0.0273,-9999,0
34.5,53.5,0,0,0.024,-9999,0
34.5,54.5,0,0,0.0246,-9999,0
34.5,55.5,0,0,0.0231,-9999,0
34.5,56.5,0,0,0.021,-9999,0
34.5,59.5,0,0,0.0264,-9999,0
34.5,60.5,8,0,0.0375,0.246,0
34.5,62.5,0,0,0.0314,-9999,0
34.5,63.5,0,0,0.0264,-9999,0
34.5,64.5,0,0,0.0264,-9999,0
34.5,65.5,0,0,0.0263,-9999,0
34.5,66.5,0,0,0.0263,-9999,0
34.5,67.5,0,0,0.0162,-9999,0
34.5,69.5,0,0,0.0226,-9999,0
34.5,70.5,0,0,0.0226,-9999,0
34.5,71.5,25,1,0.0108,0.243,0
34.5,72.5,27,0,0.00857,0.21,0
34.5,73.5,0,0,0.043,-9999,0
34.5,103.5,0,0,0.0414,-9999,0
34.5,104.5,0,0,0.0565,-9999,0
34.5,105.5,0,0,0.0477,-9999,0
34.5,106.5,0,0,0.0467,-9999,0
34.5,107.5,13,0,0.0484,0.741,2
34.5,108.5,72,0,0.0866,0.774,1
34.5,109.5,39,1,0.0532,0.629,2
34.5,110.5,9,0,0.125,0.5,3
34.5,111.5,17,1,0.123,0.692,2
34.5,112.5,32,1,0.0323,0.521,3
34.5,113.5,26,0,0.0486,0.734,4
34.5,114.5,16,0,0.0549,0.971,4
34.5,115.5,111,0,0.0346,0.661,0
34.5,116.5,34,0,0.0606,0.493,3
34.5,117.5,39,0,0.0664,0.703,4
34.5,118.5,43,0,0.0617,0.707,4
34.5,119.5,24,1,0.17,0.743,4
34.5,120.5,6,1,0.0479,0.73,2
34.5,125.5,0,0,0.0439,-9999,0
34.5,126.5,8,0,0.107,0.293,2
34.5,127.5,251,0,0.0855,0.334,0
34.5,128.5,54,0,0.0676,0.299,0
34.5,130.5,0,0,0.088,-9999,0
34.5,131.5,29,0,0.0716,0.45,1
34.5,132.5,7,1,0.0287,0.883,1
34.5,133.5,11,1,0.024,0.423,2
34.5,134.5,57,0,0.121,0.456,0
34.5,135.5,6,0,0.337,0.559,1
34.5,136.5,8,1,0.0298,0.758,2
34.5,137.5,84,0,0.211,0.504,0
34.5,138.5,8,0,0.477,0.16,0
34.5,139.5,9,0,0.0217,0.405,0
35.5,-121.5,23,0,0.00542,0.227,1
35.5,-120.5,11,0,0.0113,0.46,3
35.5,-119.5,220,0,0.00974,0.193,0
35.5,-118.5,7,0,0.008,0.573,2
35.5,-117.5,12,0,0.00269,0.552,0
35.5,-116.5,0,0,0.0146,-9999,0
35.5,-115.5,6,0,0.00125,0.8,0
35.5,-114.5,14,0,0.0132,0.407,0
35.5,-113.5,6,0,0.025,0.166,0
35.5,-112.5,0,0,0.0163,-9999,0
35.5,-110.5,0,0,0.018,-9999,0
35.5,-108.5,0,0,0.018,-9999,0
35.5,-104.5,0,0,0.0222,-9999,0
35.5,-103.5,23,0,0.0168,0.67,0
35.5,-102.5,14,0,0.00275,0.288,2
35.5,-101.5,30,0,0.00776,0.424,2
35.5,-100.5,76,2,0.00555,0.453,0
35.5,-99.5,6,0,0.00428,0.751,4
35.5,-98.5,20,1,0.0128,0.533,3
35.5,-97.5,13,0,0.0685,0.56,3
35.5,-96.5,37,1,0.0473,0.908,4
35.5,-95.5,51,0,0.0403,0.549,3
35.5,-94.5,33,0,0.00564,0.204,3
35.5,-93.5,91,0,0.00567,0.437,2
35.5,-92.5,25,0,0.0126,0.539,3
35.5,-91.5,40,0,0.0368,0.64,3
35.5,-90.5,43,0,0.0328,0.75,4
35.5,-89.5,9,0,0.0398,0.857,4
35.5,-88.5,57,0,0.00462,0.136,2
35.5,-87.5,38,0,0.00602,0.272,2
35.5,-86.5,84,1,0.00735,0.149,2
35.5,-85.5,13,0,0.0157,0.619,3
35.5,-84.5,12,1,0.0187,0.791,4
35.5,-83.5,30,0,0.0172,0.588,2
35.5,-82.5,21,0,0.0283,0.725,2
35.5,-81.5,6,1,0.0471,0.821,4
35.5,-80.5,17,0,0.0114,0.25,3
35.5,-79.5,59,0,0.0166,0.419,3
35.5,-78.5,16,0,0.00457,0.251,3
35.5,-77.5,50,0,0.00792,0.178,2
35.5,-76.5,14,1,0.0272,0.879,4
35.5,-75.5,31,0,0.0023,0.0186,0
35.5,-6.5,36,1,0.0399,0.383,0
35.5,-5.5,43,0,0.00832,0.272,2
35.5,-4.5,22,0,0.014,0.123,0
35.5,-3.5,0,0,0.00955,-9999,0
35.5,-2.5,19,0,0.0106,0.125,0
35.5,-1.5,60,0,0.0066,0.124,0
35.5,-0.5,374,0,0.00376,0.0786,0
35.5,0.5,28,0,0.00349,0.3,0
35.5,1.5,9,0,0.0297,0.621,3
35.5,2.5,7,0,0.0236,0.664,3
35.5,3.5,0,0,0.0199,-9999,0
35.5,4.5,0,0,0.0142,-9999,0
35.5,5.5,33,0,0.00374,0.311,0
35.5,6.5,114,0,0.0043,0.55,0
35.5,7.5,27,0,0.00903,0.385,0
35.5,8.5,13,0,0.000348,0.0531,0
35.5,9.5,0,0,0.0109,-9999,0
35.5,23.5,6,0,0.17,0.706,1
35.5,24.5,9,0,0.00261,0.404,1
35.5,25.5,6,0,0.0155,0.595,1
35.5,26.5,16,0,0.029,0.446,0
35.5,27.5,0,0,0.0177,-9999,0
35.5,32.5,28,0,0.00775,0.25,0
35.5,33.5,8,0,0.0338,0.484,1
35.5,34.5,0,0,0.0289,-9999,0
35.5,35.5,7,0,0.0155,0.688,0
35.5,36.5,6,0,0.038,0.363,2
35.5,37.5,34,0,0.0215,0.197,0
35.5,38.5,38,0,0.0534,0.513,0
35.5,39.5,34,0,0.104,0.795,0
35.5,40.5,7,0,0.0487,0.568,0
35.5,41.5,0,0,0.0262,-9999,0
35.5,42.5,0,0,0.0283,-9999,0
35.5,43.5,130,0,0.0124,0.109,0
35.5,44.5,15,1,0.0303,0.779,4
35.5,45.5,12,0,0.0252,0.946,4
35.5,46.5,20,0,0.0491,0.665,2
35.5,52.5,0,0,0.0382,-9999,0
35.5,53.5,0,0,0.02,-9999,0
35.5,55.5,0,0,0.021,-9999,0
35.5,56.5,0,0,0.021,-9999,0
35.5,60.5,10,0,0.0543,0.217,0
35.5,61.5,11,0,0.00329,0.542,0
35.5,62.5,34,0,0.00745,0.338,0
35.5,63.5,30,0,0.00733,0.183,0
35.5,64.5,0,0,0.0263,-9999,0
35.5,65.5,0,0,0.0263,-9999,0
35.5,66.5,0,0,0.0162,-9999,0
35.5,67.5,0,0,0.0173,-9999,0
35.5,68.5,0,0,0.0136,-9999,0
35.5,69.5,0,0,0.012,-9999,0
35.5,74.5,0,0,0.0217,-9999,0
35.5,103.5,0,0,0.0414,-9999,0
35.5,104.5,0,0,0.0414,-9999,0
35.5,105.5,0,0,0.0414,-9999,0
35.5,106.5,0,0,0.0467,-9999,0
35.5,107.5,6,0,0.0291,0.595,1
35.5,108.5,8,1,0.00945,0.618,1
35.5,109.5,15,0,0.0454,0.577,3
35.5,110.5,153,0,0.0803,0.276,0
35.5,111.5,101,0,0.0986,0.414,1
35.5,112.5,14,1,0.0902,0.704,4
35.5,113.5,16,1,0.0429,0.978,4
35.5,114.5,38,0,0.0559,0.385,3
35.5,115.5,24,1,0.0379,0.633,3
35.5,116.5,39,0,0.0348,0.851,4
35.5,117.5,16,0,0.0637,0.816,4
35.5,118.5,24,0,0.134,0.877,4
35.5,119.5,132,0,0.0784,0.279,0
35.5,120.5,23,0,0.15,0.239,0
35.5,126.5,9,1,0.211,0.789,4
35.5,127.5,73,0,0.0164,0.134,0
35.5,128.5,9,0,0.0917,0.501,3
35.5,129.5,13,1,0.0851,0.431,2
35.5,132.5,38,0,0.0243,0.101,0
35.5,133.5,35,0,0.0239,0.338,0
35.5,134.5,81,1,0.065,0.355,0
35.5,135.5,7,0,0.0292,0.629,2
35.5,136.5,17,0,0.322,0.254,1
35.5,137.5,7,0,0.171,0.655,3
35.5,138.5,68,0,0.0064,0.462,0
35.5,139.5,19,0,0.287,0.291,1
35.5,140.5,358,0,0.109,0.371,0
36.5,-122.5,0,0,0.00848,-9999,0
36.5,-121.5,14,1,0.0251,0.92,4
36.5,-120.5,7,0,0.0281,0.6,3
36.5,-119.5,10,1,0.0214,0.616,2
36.5,-118.5,18,0,0.00891,0.562,3
36.5,-117.5,12,0,0.00407,0.326,0
36.5,-116.5,8,0,0.0122,0.381,0
36.5,-115.5,12,0,0.0143,0.681,0
36.5,-114.5,29,0,0.00378,0.297,0
36.5,-113.5,26,0,0.00423,0.548,0
36.5,-110.5,0,0,0.0171,-9999,0
36.5,-108.5,0,0,0.018,-9999,0
36.5,-107.5,0,0,0.0207,-9999,0
36.5,-104.5,0,0,0.0231,-9999,0
36.5,-103.5,0,0,0.0273,-9999,0
36.5,-102.5,9,1,0.00413,0.449,2
36.5,-101.5,9,1,0.0181,0.576,3
36.5,-100.5,15,2,0.0126,0.113,1
36.5,-99.5,18,0,0.00938,0.628,3
36.5,-98.5,30,0,0.0149,0.522,3
36.5,-97.5,35,0,0.00684,0.376,3
36.5,-96.5,64,0,0.0285,0.605,3
36.5,-95.5,44,1,0.0181,0.471,3
36.5,-94.5,82,1,0.0228,0.699,2
36.5,-93.5,9,0,0.0369,0.743,4
36.5,-92.5,69,1,0.0148,0.86,2
36.5,-91.5,18,0,0.0575,0.522,3
36.5,-90.5,32,0,0.0354,0.853,4
36.5,-89.5,40,0,0.0222,0.388,3
36.5,-88.5,40,0,0.00152,0.0534,2
36.5,-87.5,20,1,0.0163,0.624,3
36.5,-86.5,55,0,0.0557,0.535,2
36.5,-85.5,27,0,0.0191,0.504,2
36.5,-84.5,9,0,0.0192,0.433,3
36.5,-83.5,8,0,0.0333,0.977,4
36.5,-82.5,25,1,0.0218,0.619,2
36.5,-81.5,9,2,0.0167,0.299,2
36.5,-80.5,55,1,0.0195,0.289,2
36.5,-79.5,10,0,0.00786,0.467,3
36.5,-78.5,21,0,0.00813,0.595,3
36.5,-77.5,20,0,0.0115,0.329,3
36.5,-76.5,222,0,0.0103,0.325,0
36.5,-6.5,31,0,0.0506,0.172,0
36.5,-5.5,10,0,0.00541,0.445,2
36.5,-4.5,6,0,0.0662,0.972,1
36.5,-3.5,20,0,0.00173,0.14,0
36.5,-2.5,17,0,0.0188,0.343,0
36.5,-1.5,0,0,0.0138,-9999,0
36.5,0.5,11,0,0.0871,0.556,0
36.5,1.5,14,1,0.041,0.821,2
36.5,2.5,38,1,0.0163,0.781,4
36.5,3.5,43,2,0.00829,0.414,3
36.5,4.5,62,0,0.0151,0.366,3
36.5,5.5,19,0,0.0245,0.921,4
36.5,6.5,37,1,0.00777,0.603,3
36.5,7.5,31,1,0.0194,0.917,4
36.5,8.5,25,1,0.0159,0.942,2
36.5,9.5,97,1,0.0107,0.199,0
36.5,10.5,18,0,0.00532,0.0852,0
36.5,11.5,0,0,0.0276,-9999,0
36.5,14.5,30,1,0.0235,0.271,0
36.5,15.5,21,0,0.0109,0.16,0
36.5,21.5,0,0,0.0398,-9999,0
36.5,22.5,42,0,0.0282,0.681,0
36.5,23.5,9,0,0.00505,0.856,0
36.5,24.5,0,0,0.031,-9999,0
36.5,25.5,0,0,0.0228,-9999,0
36.5,26.5,0,0,0.0183,-9999,0
36.5,27.5,25,0,0.00345,0.422,0
36.5,28.5,16,0,0.00366,0.135,0
36.5,29.5,42,1,0.00775,0.238,0
36.5,30.5,82,0,0.00858,0.222,0
36.5,31.5,48,0,0.00368,0.432,0
36.5,32.5,27,0,0.00234,0.17,0
36.5,33.5,20,0,0.00188,0.638,0
36.5,34.5,6,1,0.0226,0.897,2
36.5,35.5,65,0,0.0169,0.681,3
36.5,36.5,22,0,0.0397,0.673,3
36.5,37.5,8,1,0.0199,0.764,2
36.5,38.5,9,1,0.0102,0.407,1
36.5,39.5,139,0,0.00839,0.45,0
36.5,40.5,23,1,0.00933,0.324,1
36.5,41.5,24,0,0.00344,0.0686,0
36.5,42.5,60,0,0.015,0.551,0
36.5,43.5,10,0,0.0274,0.697,3
36.5,44.5,36,0,0.015,0.0801,0
36.5,45.5,31,0,0.0456,0.339,2
36.5,46.5,20,0,0.0209,0.158,0
36.5,48.5,17,0,0.0143,0.301,0
36.5,49.5,10,1,0.0066,0.33,2
36.5,51.5,8,0,0.0595,0.334,0
36.5,52.5,14,0,0.045,0.325,1
36.5,53.5,7,1,0.0516,0.925,4
36.5,54.5,10,0,0.0171,0.291,3
36.5,56.5,0,0,0.021,-9999,0
36.5,57.5,6,0,0.051,0.666,0
36.5,60.5,30,0,0.0351,0.349,0
36.5,61.5,24,0,0.0164,0.492,0
36.5,62.5,27,0,0.00391,0.435,0
36.5,63.5,28,0,0.011,0.232,0
36.5,64.5,34,0,0.00553,0.33,0
36.5,65.5,9,0,0.0192,0.937,0
36.5,66.5,0,0,0.035,-9999,0
36.5,68.5,11,0,0.00422,0.0717,0
36.5,69.5,17,0,0.00783,0.0902,0
36.5,70.5,0,0,0.0218,-9999,0
36.5,71.5,0,0,0.0218,-9999,0
36.5,106.5,0,0,0.0467,-9999,0
36.5,107.5,0,0,0.0762,-9999,0
36.5,108.5,0,0,0.0467,-9999,0
36.5,109.5,7,0,0.0433,0.534,2
36.5,110.5,16,1,0.0475,0.438,0
36.5,111.5,28,0,0.0725,0.641,3
36.5,112.5,40,2,0.0557,0.581,2
36.5,113.5,59,0,0.0326,0.399,3
36.5,114.5,48,0,0.0404,0.619,3
36.5,115.5,64,1,0.0905,0.475,1
36.5,116.5,29,0,0.078,0.568,3
36.5,117.5,60,0,0.0572,0.766,4
36.5,118.5,210,0,0.0848,0.49,0
36.5,119.5,42,0,0.0786,0.545,3
36.5,120.5,39,0,0.0727,0.472,3
36.5,121.5,9,1,0.135,0.752,1
36.5,122.5,0,0,0.0944,-9999,0
36.5,126.5,6,1,0.221,0.631,1
36.5,127.5,26,0,0.144,0.965,1
36.5,128.5,6,0,0.119,0.74,4
36.5,129.5,79,0,0.0729,0.165,0
36.5,132.5,0,0,0.0444,-9999,0
36.5,133.5,0,0,0.0444,-9999,0
36.5,136.5,41,0,0.117,0.58,0
36.5,137.5,8,0,0.0367,0.321,1
36.5,138.5,9,0,0.0423,0.833,2
36.5,139.5,20,0,0.0154,0.102,2
36.5,140.5,47,0,0.0153,0.166,0
37.5,-122.5,24,0,0.000653,0.0391,0
37.5,-121.5,341,0,0.00164,0.27,0
37.5,-120.5,26,0,0.00691,0.412,3
37.5,-119.5,0,0,0.0166,-9999,0
37.5,-118.5,0,0,0.0146,-9999,0
37.5,-116.5,0,0,0.0126,-9999,0
37.5,-115.5,12,0,0.00395,0.269,0
37.5,-114.5,6,1,0.00737,0.871,2
37.5,-113.5,30,0,0.000639,0.0727,0
37.5,-111.5,0,0,0.0136,-9999,0
37.5,-109.5,0,0,0.0171,-9999,0
37.5,-108.5,0,0,0.018,-9999,0
37.5,-104.5,0,0,0.0222,-9999,0
37.5,-103.5,69,0,0.0107,0.456,0
37.5,-102.5,28,0,0.00351,0.134,0
37.5,-101.5,12,0,0.0111,0.345,1
37.5,-100.5,16,0,0.00779,0.338,2
37.5,-99.5,6,1,0.0239,0.931,4
37.5,-98.5,31,0,0.0102,0.233,3
37.5,-97.5,41,0,0.0205,0.253,3
37.5,-96.5,62,0,0.0268,0.727,4
37.5,-95.5,50,1,0.00806,0.388,3
37.5,-94.5,30,0,0.0127,0.493,3
37.5,-93.5,22,0,0.0698,0.64,3
37.5,-92.5,9,1,0.0377,0.98,4
37.5,-91.5,6,2,0.0114,0.794,4
37.5,-90.5,9,0,0.0162,0.713,4
37.5,-89.5,25,1,0.0131,0.314,3
37.5,-88.5,8,0,0.0291,0.656,3
37.5,-87.5,10,1,0.0318,0.819,4
37.5,-86.5,23,2,0.0265,0.509,1
37.5,-85.5,23,0,0.013,0.309,2
37.5,-84.5,38,0,0.00638,0.245,0
37.5,-83.5,33,1,0.0155,0.414,2
37.5,-82.5,54,0,0.0181,0.276,2
37.5,-81.5,39,1,0.00703,0.32,2
37.5,-80.5,8,1,0.00192,0.495,1
37.5,-79.5,8,1,0.0155,0.808,4
37.5,-78.5,13,0,0.0091,0.687,3
37.5,-77.5,23,0,0.00606,0.166,3
37.5,-76.5,9,0,0.0131,0.507,3
37.5,-75.5,22,0,0.0938,0.336,0
37.5,-8.5,20,2,0.00677,0.977,1
37.5,-7.5,21,0,0.00894,0.882,2
37.5,-6.5,13,1,0.00643,0.978,4
37.5,-5.5,17,1,0.0296,0.724,4
37.5,-4.5,14,0,0.0317,0.537,2
37.5,-3.5,128,0,0.0171,0.135,0
37.5,-2.5,32,0,0.0218,0.338,0
37.5,-1.5,63,0,0.00959,0.0918,0
37.5,-0.5,0,0,0.0232,-9999,0
37.5,6.5,19,0,0.0233,0.365,0
37.5,7.5,15,0,0.00617,0.495,0
37.5,9.5,44,0,0.0169,0.193,0
37.5,10.5,0,0,0.0261,-9999,0
37.5,12.5,292,0,0.0177,0.302,0
37.5,13.5,70,0,0.027,0.462,3
37.5,14.5,50,0,0.0174,0.347,3
37.5,15.5,12,0,0.00352,0.226,3
37.5,16.5,10,0,0.00237,0.171,0
37.5,20.5,6,0,0.0228,0.955,0
37.5,21.5,27,0,0.0357,0.839,1
37.5,22.5,9,0,0.0122,0.952,2
37.5,23.5,31,0,0.0119,0.0822,0
37.5,24.5,12,0,0.00806,0.195,0
37.5,25.5,0,0,0.0228,-9999,0
37.5,26.5,0,0,0.0255,-9999,0
37.5,27.5,19,1,0.0492,0.62,3
37.5,28.5,6,0,0.0185,0.609,3
37.5,29.5,13,0,0.0612,0.668,3
37.5,30.5,11,0,0.0539,0.508,1
37.5,31.5,7,0,0.019,0.419,3
37.5,32.5,71,0,0.0131,0.173,0
37.5,33.5,54,0,0.019,0.344,0
37.5,34.5,6,1,0.0259,0.916,1
37.5,35.5,78,0,0.0194,0.674,3
37.5,36.5,65,0,0.0168,0.513,3
37.5,37.5,18,0,0.013,0.363,3
37.5,38.5,11,1,0.0294,0.536,2
37.5,39.5,49,1,0.0166,0.338,1
37.5,40.5,30,0,0.00871,0.482,3
37.5,41.5,9,0,0.0295,0.759,4
37.5,42.5,215,0,0.00263,0.201,0
37.5,43.5,16,0,0.00968,0.688,2
37.5,44.5,0,0,0.0293,-9999,0
37.5,45.5,0,0,0.031,-9999,0
37.5,46.5,0,0,0.0245,-9999,0
37.5,47.5,0,0,0.0245,-9999,0
37.5,48.5,0,0,0.0245,-9999,0
37.5,49.5,19,0,0.145,0.59,2
37.5,54.5,17,0,0.0332,0.442,2
37.5,55.5,95,0,0.0492,0.577,1
37.5,56.5,14,0,0.016,0.0981,0
37.5,57.5,9,0,0.0268,0.305,0
37.5,58.5,65,0,0.0423,0.176,0
37.5,59.5,6,2,0.0217,0.485,1
37.5,60.5,9,0,0.0154,0.439,3
37.5,61.5,6,1,0.0755,0.801,4
37.5,62.5,8,0,0.0648,0.36,2
37.5,63.5,81,1,0.000633,0.0669,0
37.5,64.5,53,0,0.0136,0.122,0
37.5,65.5,67,0,0.036,0.36,0
37.5,66.5,52,0,0.00263,0.0683,0
37.5,67.5,43,0,0.013,0.285,0
37.5,68.5,58,0,0.0101,0.367,0
37.5,69.5,47,1,0.0127,0.144,0
37.5,70.5,0,0,0.0218,-9999,0
37.5,71.5,0,0,0.0218,-9999,0
37.5,72.5,0,0,0.0223,-9999,0
37.5,103.5,0,0,0.0414,-9999,0
37.5,104.5,0,0,0.0414,-9999,0
37.5,105.5,37,0,0.0319,0.319,0
37.5,106.5,6,0,0.0441,0.945,2
37.5,107.5,0,0,0.0467,-9999,0
37.5,108.5,0,0,0.0467,-9999,0
37.5,109.5,6,0,0.0617,0.923,0
37.5,110.5,11,0,0.026,0.114,0
37.5,111.5,8,1,0.0573,0.702,4
37.5,112.5,19,1,0.188,0.615,3
37.5,113.5,12,1,0.0446,0.947,4
37.5,114.5,24,0,0.06,0.964,4
37.5,115.5,23,0,0.0232,0.493,3
37.5,116.5,29,0,0.0589,0.842,4
37.5,117.5,25,0,0.071,0.767,4
37.5,118.5,51,1,0.0535,0.449,2
37.5,119.5,63,0,0.0806,0.306,0
37.5,120.5,14,1,0.0602,0.882,4
37.5,121.5,6,0,0.0913,0.955,4
37.5,122.5,11,0,0.032,0.787,2
37.5,125.5,14,0,0.0384,0.471,0
37.5,126.5,82,0,0.0206,0.109,0
37.5,127.5,16,1,0.0627,0.456,2
37.5,128.5,7,0,0.0365,0.391,2
37.5,129.5,6,0,0.0368,0.486,2
37.5,130.5,0,0,0.0461,-9999,0
37.5,136.5,59,0,0.0538,0.454,0
37.5,137.5,27,0,0.0982,0.3,0
37.5,138.5,14,0,0.0528,0.446,1
37.5,139.5,15,1,0.0547,0.813,2
37.5,140.5,16,0,0.102,0.578,1
37.5,141.5,0,0,0.0987,-9999,0
38.5,-123.5,10,0,0.00761,0.308,2
38.5,-122.5,19,0,0.0178,0.738,4
38.5,-121.5,41,0,0.0155,0.374,3
38.5,-120.5,18,0,0.0167,0.628,3
38.5,-119.5,0,0,0.0166,-9999,0
38.5,-118.5,0,0,0.00848,-9999,0
38.5,-117.5,0,0,0.0136,-9999,0
38.5,-115.5,0,0,0.00839,-9999,0
38.5,-114.5,0,0,0.0137,-9999,0
38.5,-113.5,0,0,0.0136,-9999,0
38.5,-111.5,0,0,0.00905,-9999,0
38.5,-109.5,0,0,0.0134,-9999,0
38.5,-108.5,0,0,0.0178,-9999,0
38.5,-107.5,0,0,0.00687,-9999,0
38.5,-106.5,0,0,0.0205,-9999,0
38.5,-104.5,0,0,0.0191,-9999,0
38.5,-103.5,25,0,0.00765,0.355,0
38.5,-102.5,57,0,0.0035,0.0517,0
38.5,-101.5,9,0,0.0164,0.816,2
38.5,-100.5,10,1,0.0062,0.851,2
38.5,-99.5,15,0,0.00301,0.377,1
38.5,-98.5,63,0,0.00583,0.167,2
38.5,-97.5,51,0,0.00894,0.376,3
38.5,-96.5,57,0,0.0174,0.664,3
38.5,-95.5,45,1,0.0157,0.685,3
38.5,-94.5,17,0,0.0266,0.38,3
38.5,-93.5,57,2,0.0335,0.647,2
38.5,-92.5,8,0,0.0273,0.612,3
38.5,-91.5,33,0,0.0109,0.246,2
38.5,-90.5,16,1,0.12,0.738,4
38.5,-89.5,13,1,0.0114,0.656,2
38.5,-88.5,15,0,0.0405,0.667,2
38.5,-87.5,22,1,0.0226,0.559,1
